toi,tic,cps_name,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,tmag,tmag_err,bmag,vmag,b_v,jmag,hmag,kmag,gmag,bpmag,bp_g,delta_g,delta_g_flag,j,j_prime,nobs,last_observed,template,nobs_goal,tot_time,rem_nobs,rem_time,n_comments,last_comment,rs,rs_err,r_s,m_s,teff,teff_err,t_eff,teff_jump,logg,logg_err,logg_jump,feh,f_eh,ast_det_c,c_sector,ast_det_t,t_sector,color,vsini,prot,sval,sigma_act,sigma_rot,sigma_gran,sigma_rv,sigma_tot,limit,logrhk,ruwe,rp,rp_err,mp,k,kerr,ksig,epoch,epoch_err,period,period_err,dur,dur_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_R,depth,depth_err,teq,sinc,SNR,dist,prv,ra_J2000,dec_J2000,drop,finish,nobs_5sig,rt_5sig,tt_5sig,nobs_10sig,rt_10sig,tt_10sig,alerted,updated,tks_comments,toi_comments,comment_list,activity
101.01,231663901,-,MS,spoc,KP,-,-,-,318.737,-55.8718,12.352,0.034,13.642000000000000,13.043,0.599,11.753,11.465,11.401,12.852,13.2,0.37,-0.099,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.86,0.0,0.89,1.05,5600.0,0.0,5824.0,-1.0,4.489,0.0,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,1.23,2.47,2.76,TRUE,,,13.15,0.14,317.83,174.52,0.36,484.78,1326.0089,0.0003,1.430401,3.2E-05,1.64,0.03,0.41,1.55,0.4,1.79,6.1,20452.53,242.95,1499.0,1193.0,0.0,375.31,FALSE,21 14 56.9,-55 52 18,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-46 b,-,
102.01,149603524,-,MS,spoc,KP,-,-,-,87.14,-63.9884,9.716,0.018000000000000000,10.734000000000000,10.213,0.521,9.272,9.008,8.944000000000000,10.072000000000000,10.355,0.29600000000000000,0.20200000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,9.2,60.0,9.2,0.0,-1.0,1.28,0.0,1.21,1.28,6280.0,0.0,6391.0,-1.0,4.3210000000000000,0.0,,,0.24,0.0566,12.0,0.0566,12.0,,,,,0.0,0.0,1.84,1.39,2.31,TRUE,,0.94,15.4,0.03,317.83,105.07,0.3,350.23,1326.0786,0.0001,4.411943,5E-06,3.78,0.01,-6.86,2.87,0.74,3.32,10.16,13979.93,30.58,1370.0,586.0,474.0,175.63,FALSE,05 48 33.6,-63 59 18,FALSE,FALSE,20.0,3.18,3.18,30.0,4.68,4.68,2019-05-07 17:42:37+0000,2019-05-07 17:42:37+0000,-,WASP 62b,-,
103.01,336732616,-,MS,spoc,KP,-,-,-,312.4574,-24.4288,11.464,0.018000000000000000,12.45,12.433,0.017,10.98,10.719000000000000,10.694,11.891000000000000,12.165,0.293,0.19700000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,28.85,60.0,28.85,0.0,-1.0,1.4,0.0,1.28,1.27,6351.0,0.0,6371.0,-1.0,4.229,0.0,,,,0.0504,1.0,0.0504,1.0,,,,,0.0,0.0,2.01,2.0,2.84,TRUE,,1.04,14.58,0.2,317.83,113.58,0.37,306.97,1327.2526,0.0006,3.547854,0.000149,3.49,0.05,-1.29,2.83,0.73,3.27,8.29,10424.37,123.36,1504.0,1212.0,0.0,411.21,FALSE,20 49 49.8,-24 25 43,FALSE,FALSE,20.0,10.12,10.12,30.0,14.8,14.8,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,HATS-3,-,
104.01,231670397,-,SG,spoc,KP,-,-,-,319.9496,-58.1489,9.848,0.018000000000000000,10.984000000000000,10.468,0.516,9.352,9.073,9.028000000000000,10.261,10.572000000000000,0.325,1.632,FALSE,,,0.0,-1.0,FALSE,60.0,11.11,60.0,11.11,0.0,-1.0,2.07,0.0,2.22,1.16,6036.0,0.0,6124.0,-1.0,3.934,0.0,,,,0.0704,1.0,0.0704,1.0,,,,,0.0,0.0,2.48,1.39,2.84,TRUE,,0.99,12.65,0.22,317.83,115.09,0.37,311.05,1327.6735,0.0008,4.087445,0.000239,5.59,0.07,0.41,5.3,1.36,6.13,5.09,3586.2,48.8,1630.0,1672.0,0.0,316.68,FALSE,21 19 47.9,-58 08 56,FALSE,FALSE,20.0,3.84,3.84,30.0,5.66,5.66,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-73,-,
105.01,144065872,-,MS,spoc,KP,-,-,-,337.4572,-48.0031,9.48,0.02,10.78,10.092,0.688,8.936,8.628,8.564,9.937000000000000,10.291000000000000,0.3670000000000000,0.593,FALSE,,,0.0,-1.0,FALSE,60.0,8.44,60.0,8.44,0.0,-1.0,1.13,0.0,1.24,1.03,5630.0,0.0,5758.0,-1.0,4.378,0.0,,,,0.0535,1.0,0.0535,1.0,,,,,0.0,0.0,1.34,1.39,1.93,TRUE,,0.79,12.51,0.06,317.83,153.5,0.25,614.0,1326.506,0.0002,2.184659,2.3E-05,2.87,0.01,0.11,2.5,0.64,2.89,5.77,11836.69,46.94,1429.0,985.0,0.0,137.54,FALSE,22 29 49.7,-48 00 11,FALSE,FALSE,20.0,2.91,2.91,30.0,4.29,4.29,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-95,-,
106.01,38846515,-,MS,spoc,KP,-,-,-,68.9597,-64.027,10.307,0.019,11.066000000000000,10.798,0.268,9.928000000000000,9.715,9.669,10.615,10.84,0.24,0.494,FALSE,,,0.0,-1.0,FALSE,60.0,12.71,60.0,12.71,0.0,-1.0,1.0,0.0,1.77,1.44,6900.0,0.0,6733.0,-1.0,4.438,0.0,,,,0.0588,13.0,0.0588,13.0,,,,,0.0,0.0,1.85,1.49,2.38,TRUE,,1.17,9.06,0.03,60.55,21.42,0.31,69.1,1326.7451,0.0002,2.84938,6E-06,3.78,0.01,0.36,3.49,0.9,4.03,5.4,7452.43,25.31,1534.0,1311.0,278.0,364.41,FALSE,04 35 50.3,-64 01 37,FALSE,FALSE,20.0,4.42,4.42,30.0,6.49,6.49,2019-05-07 17:42:35+0000,2019-05-07 17:42:35+0000,-,WASP-100b,-,
107.01,92352620,-,SG,spoc,KP,-,-,-,313.7831,-34.1356,9.639,0.019,10.742,10.051,0.691,9.159000000000000,8.916,8.874,10.029,10.331,0.315,0.872,FALSE,,,0.0,-1.0,FALSE,60.0,8.2,60.0,8.2,0.0,-1.0,1.62,0.0,1.71,1.14,6153.0,0.0,6072.0,-1.0,4.181,0.0,,,0.22,0.06,1.0,0.06,1.0,,,,,0.0,0.0,1.88,1.39,2.34,TRUE,,1.13,18.78,0.1,317.83,117.76,0.3,392.53,1328.2993,0.0003,3.950054,8.8E-05,4.56,0.02,0.24,4.06,1.04,4.7,6.43,12999.9,75.69,1468.0,1098.0,0.0,211.21,FALSE,20 55 07.9,-34 08 08,FALSE,FALSE,20.0,2.83,2.83,30.0,4.17,4.17,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-94A (planet host),-,
108.01,289793076,-,MS,spoc,KP,-,-,-,316.9615,-26.0967,13.096000000000000,0.017,14.682,13.911,0.7710000000000000,12.439,12.052,11.983000000000000,13.68,14.102,0.447,0.015,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.89,0.0,0.81,0.95,5523.0,0.0,5445.0,-1.0,4.522,0.0,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,1.01,3.68,3.82,TRUE,,1.03,14.0,0.33,317.83,145.04,0.49,296.0,1328.0849,0.0009,3.043839,0.000202,2.66,0.07,-31.36,1.88,0.48,2.17,10.73,24143.22,570.24,1141.0,400.0,0.0,421.86,FALSE,21 07 50.8,-26 05 48,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,HATS-13,-,
109.01,29344935,-,MS,spoc,KP,-,-,-,313.2155,-25.6873,13.18,0.019,14.836000000000000,14.052,0.784,12.518000000000000,12.129000000000000,12.037,13.771000000000000,14.216,0.47,0.53,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.93,0.0,0.98,0.93,5346.0,0.0,5361.0,-1.0,4.488,0.0,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,1.01,3.93,4.06,TRUE,,0.98,11.66,0.53,317.83,151.86,0.52,292.04,1326.1275,0.0013,2.766737,0.000254,2.57,0.11,0.0,2.21,0.57,2.56,8.26,15691.95,490.08,-1.0,-1.0,0.0,513.01,FALSE,20 52 51.7,-25 41 14,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-09-05 18:34:19+0000,2018-09-05 18:34:19+0000,-,HATS-14,-,
110.01,281459670,-,MS,spoc,KP,-,-,-,5.6187,-59.9426,11.632,0.018000000000000000,12.795,12.283,0.512,11.129000000000000,10.826000000000000,10.793,12.081,12.398,0.336,0.11800000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,25.48,60.0,25.48,0.0,-1.0,1.06,0.0,1.16,1.03,5943.0,0.0,5750.0,-1.0,4.425,0.0,,,-0.1,0.0504,2.0,0.0504,2.0,,,,,0.0,0.0,1.27,2.0,2.37,TRUE,,0.93,13.67,0.13,317.83,135.52,0.31,437.16,1328.0405,0.0004,3.174305,4.4E-05,2.72,0.03,0.46,2.65,0.68,3.06,7.92,15603.69,151.4,1293.0,662.0,100.0,342.14,FALSE,00 22 28.5,-59 56 33,FALSE,FALSE,20.0,8.99,8.99,30.0,13.12,13.12,2018-11-14 15:06:55+0000,2018-11-14 15:06:55+0000,-,HATS-30,-,
111.01,355703913,-,MS,spoc,KP,-,-,-,0.7745,-62.4693,13.129,0.018000000000000000,14.568,13.857000000000000,0.711,12.513,12.139000000000000,12.095,13.679,14.082,0.428,0.267,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.98,0.0,0.94,0.95,5380.0,0.0,5435.0,-1.0,4.434,0.0,,,0.245,0.05,2.0,0.05,2.0,,,,,0.0,0.0,1.1,3.59,3.75,TRUE,,1.05,16.68,14.13,317.83,163.98,0.48,341.62,1326.1064,0.0011,2.106098,6.9E-05,1.57,0.08,0.71,1.92,0.49,2.22,7.23,12430.5,528.4,0.0,0.0,30.0,508.84,FALSE,00 03 05.9,-62 28 09,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-10-22 18:35:39+0000,2018-10-22 18:35:39+0000,-,HATS-34,-,
112.01,388104525,-,MS,spoc,KP,-,-,-,55.9334,-65.1939,11.547,0.018000000000000000,13.039000000000000,12.314,0.725,10.924000000000000,10.612,10.545,12.101000000000000,12.507,0.426,0.693,FALSE,,,0.0,-1.0,FALSE,60.0,26.14,60.0,26.14,0.0,-1.0,1.2,0.0,1.14,1.0,5650.0,0.0,5650.0,-1.0,4.289,0.0,,,,0.0508,6.0,0.0508,6.0,,,,,0.0,0.0,1.41,2.0,2.45,TRUE,,0.98,14.84,0.08,317.83,149.67,0.32,467.72,1327.4094,0.0002,2.499814,8E-06,2.88,0.02,-0.27,2.43,0.62,2.81,6.8,15044.68,64.48,1433.0,996.0,235.0,302.45,FALSE,03 43 44.0,-65 11 38,FALSE,FALSE,20.0,9.21,9.21,30.0,13.45,13.45,2019-05-07 17:42:43+0000,2019-05-07 17:42:43+0000,-,,-,
113.01,97409519,-,MS,spoc,KP,-,-,-,332.7143,-30.7497,12.143,0.018000000000000000,13.255,12.724,0.531,11.65,11.419,11.31,12.575,12.866,0.312,-0.064,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,1.02,0.0,1.06,1.17,6050.0,0.0,6147.0,-1.0,4.4510000000000000,0.0,,,,0.0501,1.0,0.0501,1.0,,,,,0.0,0.0,1.46,2.13,2.58,TRUE,,1.16,14.2,0.15,317.83,122.0,0.33,369.7,1327.0531,0.0006,3.3728770000000000,0.000147,2.63,0.04,0.28,2.37,0.61,2.74,9.41,17163.6,212.41,1270.0,615.0,0.0,448.64,FALSE,22 10 51.4,-30 44 58,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-124,-,
114.01,25155310,-,MS,spoc,KP,-,-,-,63.3739,-69.2268,10.555,0.018000000000000000,11.829,10.994000000000000,0.835,9.962,9.659000000000000,9.598000000000000,11.066000000000000,11.433,0.38300000000000000,0.616,FALSE,,,0.0,-1.0,FALSE,60.0,13.68,60.0,13.68,0.0,-1.0,1.27,,1.24,1.01,5800.0,0.0,5675.0,-1.0,4.28,0.0,,,0.207,0.0547,13.0,0.0547,13.0,,,,,0.0,0.0,1.44,1.56,2.12,TRUE,,0.86,10.84,0.08,82.1,35.07,0.27,129.89,1327.5209,0.0002,3.2887760000000000,7E-06,3.41,0.02,-0.22,2.86,0.76,3.34,7.53,7125.32,28.91,1359.0,808.0,240.0,216.53,FALSE,04 13 29.7,-69 13 36,FALSE,FALSE,20.0,4.79,4.79,30.0,7.01,7.01,2019-05-07 17:42:34+0000,2020-07-14 12:19:05+0000,-,WASP-126 b,-,
115.01,281541555,-,MS,spoc,KP,-,-,-,6.7024,-56.3161,12.98,0.018000000000000000,14.431,13.783,0.648,12.366,11.993,11.965,13.527000000000000,13.919,0.41600000000000000,0.071,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.98,0.98,0.88,0.96,5377.0,185.0,5483.0,-1.0,4.425,2.004,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,1.14,3.47,3.65,TRUE,,0.99,11.52,11.54,317.83,124.24,0.47,264.34,1329.9007,0.0018,4.742745000000000,0.000262,2.41,0.14,0.46,1.93,2.44,2.72,13.32,13420.03,517.98,1011.0,246.0,24.0,453.81,FALSE,00 26 48.6,-56 18 57,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-10-22 18:35:28+0000,2018-10-22 18:35:28+0000,-,HATS-46,-,
116.01,238176110,-,MS,spoc,KP,-,-,-,357.8453,-70.1529,10.991,0.019,12.734000000000000,11.98,0.754,10.275,9.838,9.712,11.624,12.128,0.522,0.364,FALSE,,,0.0,-1.0,FALSE,60.0,20.12,60.0,20.12,0.0,-1.0,0.86,0.0,0.91,0.81,4920.0,0.0,4935.0,-1.0,4.494,0.0,,,0.32,0.0502,1.0,0.0502,1.0,,,,,0.0,0.0,0.82,1.99,2.15,TRUE,,1.01,11.29,0.11,87.97,45.94,0.28,164.07,1326.6893,0.0003,2.798594,4.9E-05,2.37,0.02,0.32,2.16,0.55,2.5,8.56,16879.45,101.11,1050.0,288.0,0.0,149.94,FALSE,23 51 22.9,-70 09 10,FALSE,FALSE,20.0,7.21,7.21,30.0,10.43,10.43,2018-09-05 18:49:20+0000,2018-09-05 18:49:20+0000,-,WASP-91,-,
117.01,322307342,-,SG,qlp,KP,-,-,-,15.0059,-58.9048,11.781,0.006,12.812000000000000,12.312000000000000,0.5,11.25,10.985,10.949000000000000,12.163,12.454,0.311,0.977,FALSE,,,0.0,-1.0,FALSE,60.0,26.1,60.0,26.1,0.0,-1.0,2.0,0.11,2.0,1.02,5704.0,124.0,5704.0,-1.0,3.84,0.08,,,-0.25,0.0502,2.0,0.0502,2.0,,,,,0.0,0.0,2.3,2.0,3.05,TRUE,,1.0,17.42,1.02,317.83,130.98,0.39,335.85,1328.4809,0.0013,3.5855,0.00038,3.17,0.12,0.81,4.72,1.26,5.52,4.96,6130.0,3.88,1330.0,519.0,73.0,603.96,FALSE,01 00 01.4,-58 54 17,FALSE,FALSE,20.0,9.2,9.2,30.0,13.42,13.42,2018-09-05 18:50:25+0000,2020-05-20 19:59:00+0000,-,HATS-68,-,
118.01,266980320,-,MS,spoc,P,-,-,-,349.5568,-56.9039,9.154,0.017,10.596000000000000,9.809,0.787,8.557,8.254,8.158,9.65,10.035,0.397,0.34700000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,6.96,60.0,6.96,0.0,-1.0,1.08,0.13,1.05,0.97,5586.0,187.0,5527.0,-1.0,4.368,0.27,,,,0.0522,1.0,0.0522,1.0,,,,,0.0,0.0,1.23,1.39,1.86,TRUE,,1.01,4.93,0.63,21.55,7.72,0.24,32.17,1329.1996,0.0012,6.036061,0.000637,2.12,0.1,0.79,2.91,0.87,3.5,13.16,1704.03,56.2,1006.0,242.0,0.0,94.17,FALSE,23 18 13.6,-56 54 14,FALSE,FALSE,20.0,2.4,2.4,30.0,3.54,3.54,2018-09-05 18:51:57+0000,2020-07-23 18:30:02+0000,-,HD 219666 b,-,
119.01,278683844,-,MS,spoc,CPC,-,-,-,99.238,-58.0152,9.234,0.018000000000000000,10.912,10.07,0.8420000000000000,8.539,8.125,8.032,9.821,10.288,0.479,0.10400000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,8.31,60.0,8.31,0.0,-1.0,0.83,0.1,0.82,0.86,5332.0,184.0,5130.0,-1.0,4.564,0.273,,,,0.0517,12.0,0.0517,12.0,,,,,0.0,0.0,0.83,1.39,1.62,TRUE,,0.89,2.47,0.31,6.24,2.49,0.21,11.86,1327.6158,0.002,5.541143,0.000132,3.03,0.13,-2.61,2.3,0.69,2.77,15.29,625.83,29.63,-1.0,-1.0,20.0,66.62,FALSE,06 36 57.1,-58 00 54,FALSE,FALSE,20.0,2.87,2.87,43.0,6.0,6.0,2019-05-07 17:42:41+0000,2019-05-07 17:42:41+0000,-,follow up in progress,-,
119.02,278683844,-,MS,spoc,CPC,-,-,-,99.238,-58.0152,9.234,0.018000000000000000,10.912,10.07,0.8420000000000000,8.539,8.125,8.032,9.821,10.288,0.479,0.10400000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,8.31,60.0,8.31,0.0,-1.0,0.83,0.1,0.82,0.86,5332.0,184.0,5130.0,-1.0,4.564,0.273,,,,0.0517,12.0,0.0517,12.0,,,,,0.0,0.0,0.83,1.39,1.62,TRUE,,0.89,1.89,0.97,4.86,1.56,0.21,7.43,1328.0464,0.0027,10.691632,8.3E-05,3.18,0.42,0.39,2.86,0.85,3.45,23.69,519.24,26.4,704.0,58.0,19.0,66.62,FALSE,06 36 57.1,-58 00 54,FALSE,FALSE,27.0,3.82,3.82,108.0,14.85,14.85,2019-05-17 18:40:33+0000,2019-05-17 18:40:33+0000,-,follow up in progress,-,
120.01,394137592,-,SG,spoc,P,-,-,-,4.4464,-66.359,7.144,0.03,8.474,7.79,0.684,6.442,6.09,5.9880000000000000,7.593,8.008,0.42,2.24,FALSE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,2.49,0.3,2.34,0.96,5479.0,57.0,5479.0,-1.0,3.77,0.08,,,-0.02,0.9997,2.0,0.9997,2.0,,,,,0.0,0.0,2.24,0.7,2.35,TRUE,,1.01,12.22,1.48,317.83,92.38,0.3,307.93,1332.0828,0.0007,11.535076,0.001035,8.56,0.07,0.47,8.05,2.43,9.73,9.06,2389.91,28.94,-1.0,-1.0,32.0,79.57,FALSE,00 17 47.1,-66 21 32,FALSE,FALSE,20.0,1.72,1.72,30.0,2.55,2.55,2018-09-05 18:34:19+0000,2018-09-05 18:34:19+0000,-,,-,
121.01,207081058,-,MS,spoc,SB1,-,-,-,331.8672,-41.8155,9.929,0.019,10.899000000000000,10.385,0.514,9.455,9.137,9.095,10.326000000000000,10.63,0.318,0.289,FALSE,,,0.0,-1.0,FALSE,60.0,10.44,60.0,10.44,0.0,-1.0,1.23,0.18,1.23,1.14,6053.0,193.0,6073.0,-1.0,4.314,0.322,,,,0.0519,1.0,0.0519,1.0,,,,,0.0,0.0,1.64,1.39,2.15,TRUE,,1.04,14.78,2.18,317.83,75.86,0.28,270.93,1336.1397,0.0004,14.775056,0.000529,5.45,0.04,-0.52,4.31,1.35,5.24,21.53,14107.17,98.28,844.0,119.0,0.0,182.17,FALSE,22 07 28.1,-41 48 55,FALSE,FALSE,20.0,3.61,3.61,30.0,5.32,5.32,2018-09-05 18:51:57+0000,2018-09-05 18:51:57+0000,-,Warm Jupiter candidate with a possible secondary,-,
122.01,231702397,-,MS,spoc,VPC+,-,-,-,332.94700000000000,-58.9451,13.048,0.04,17.061,15.526,1.535,11.531000000000000,11.02,10.771000000000000,14.336000000000000,15.797,1.4880000000000000,0.284,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,0.29,0.05,0.33,0.32,3318.0,64.0,3356.0,-1.0,4.958,0.407,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,0.19,7.75,7.75,TRUE,,1.16,2.39,1.25,6.05,4.81,1.0,4.81,1329.1215,0.0023,5.077677,0.000878,1.16,0.45,0.64,1.23,0.39,1.5,25.78,6501.89,781.03,406.0,6.0,0.0,62.12,FALSE,22 11 47.3,-58 56 42,FALSE,FALSE,65.0,35.42,35.42,260.0,139.42,139.42,2018-09-05 18:51:57+0000,2018-09-05 18:51:57+0000,-,Small star with a small planet candidate,-,
123.01,290131778,-,MS,spoc,P,-,-,-,319.6994,-26.6161,8.803000000000000,0.018000000000000000,8.847000000000000,8.324,0.523,7.232,7.048000000000000,6.959,8.227,8.431000000000000,0.21100000000000000,0.6780000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,1.32,1.32,2.62,1.26,6188.0,194.0,6356.0,-1.0,4.272,2.006,,,,0.1178,1.0,0.1178,1.0,,,,,0.0,0.0,1.91,0.89,2.11,TRUE,,1.01,7.72,7.72,46.14,16.97,0.27,62.85,1325.3757,0.0005,3.308754,0.000101,5.63,0.03,0.51,4.94,3.15,6.56,3.85,3177.13,28.13,1461.0,1078.0,0.0,161.5,FALSE,21 18 47.9,-26 36 57,FALSE,FALSE,20.0,1.72,1.72,30.0,2.55,2.55,2018-09-05 18:51:57+0000,2018-09-05 18:51:57+0000,-,,-,
124.01,29831208,-,SG,spoc,SB1,-,-,-,66.5826,-67.8065,11.04,0.018000000000000000,12.626,11.848000000000000,0.778,10.331,9.885,9.799,11.664000000000000,12.105,0.45900000000000000,3.5380000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,19.14,60.0,19.14,0.0,-1.0,0.88,0.88,4.09,,5080.0,181.0,5343.0,-1.0,4.482,2.004,,,,0.8429,12.0,0.8429,12.0,,,,,0.0,0.0,1.0,1.93,2.17,TRUE,,2.64,7.1,9.35,40.03,11.89,0.28,42.46,1326.5444,0.0011,1.84286,4.6E-05,1.72,0.1,0.96,5.5,2.01,6.87,2.05,2469.54,128.68,1257.0,590.0,22.0,809.25,FALSE,04 26 19.8,-67 48 23,FALSE,FALSE,20.0,6.87,6.87,30.0,9.94,9.94,2018-12-04 21:47:32+0000,2018-12-04 21:47:32+0000,-,known TOI,-,
125.01,52368076,-,MS,spoc,VP,-,-,-,23.5947,-66.6758,10.138,0.017,11.722000000000000,11.023,0.6990000000000000,9.466000000000000,9.112,8.995,10.718,11.153000000000000,0.45,0.09700000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,13.83,60.0,13.83,0.0,-1.0,0.9,0.12,0.85,0.91,5154.0,182.0,5280.0,-1.0,4.471,0.285,,,,0.0504,2.0,0.0504,2.0,,,,,0.0,0.0,0.99,1.57,1.86,TRUE,,1.0,2.86,1.1,7.15,2.92,0.24,12.17,1327.4329,0.0019,4.653811,0.00028900000000000000,2.92,0.29,-2.9,2.19,0.68,2.66,13.38,1007.88,50.58,944.0,188.0,17.0,111.06,FALSE,01 34 22.7,-66 40 32,FALSE,FALSE,20.0,4.84,4.84,41.0,9.56,9.56,2018-10-19 23:49:42+0000,2018-10-19 23:49:42+0000,-,,-,
125.02,52368076,-,MS,spoc,VP,-,-,-,23.5947,-66.6758,10.138,0.017,11.722000000000000,11.023,0.6990000000000000,9.466000000000000,9.112,8.995,10.718,11.153000000000000,0.45,0.09700000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,13.83,60.0,13.83,0.0,-1.0,0.9,0.12,0.85,0.91,5154.0,182.0,5280.0,-1.0,4.471,0.285,,,,0.0504,2.0,0.0504,2.0,,,,,0.0,0.0,0.99,1.57,1.86,TRUE,,1.0,2.86,1.37,7.15,2.33,0.24,9.71,1334.4567,0.0021,9.150607,0.00073,2.91,0.38,0.48,2.74,0.85,3.33,21.0,996.18,61.57,753.0,76.0,14.0,111.06,FALSE,01 34 22.7,-66 40 32,FALSE,FALSE,20.0,4.84,4.84,64.0,14.73,14.73,2018-10-19 23:49:42+0000,2018-10-19 23:49:42+0000,-,second planet (125.02),-,
125.03,52368076,-,MS,spoc,PPC,-,-,-,23.5947,-66.6758,10.138,0.017,11.722000000000000,11.023,0.6990000000000000,9.466000000000000,9.112,8.995,10.718,11.153000000000000,0.45,0.09700000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,13.83,60.0,13.83,0.0,-1.0,0.9,0.12,0.85,0.91,5154.0,182.0,5280.0,-1.0,4.471,0.285,,,,0.0504,2.0,0.0504,2.0,,,,,0.0,0.0,0.99,1.57,1.86,TRUE,,1.0,2.9,2.7,7.24,1.82,0.24,7.58,1342.8518,0.0033,19.981866,0.004595,2.99,0.72,0.73,3.56,1.1,4.32,35.34,1046.21,112.28,581.0,26.0,10.0,111.06,FALSE,01 34 22.7,-66 40 32,FALSE,FALSE,27.0,6.42,6.42,105.0,23.95,23.95,2018-10-19 23:49:42+0000,2018-10-19 23:49:42+0000,-,period is likely correct but possibly two independent single transits,-,
126.01,70440470,-,MS,spoc,KP,-,-,-,339.4893,-35.154,12.725,0.018000000000000000,13.921,13.442,0.479,12.179,11.86,11.822000000000000,13.202,13.511,0.332,0.07200000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,1.12,1.12,1.07,1.09,5751.0,189.0,5957.0,-1.0,4.35,0.0,,,,0.0501,1.0,0.0501,1.0,,,,,0.0,0.0,1.5,2.97,3.33,TRUE,,1.03,15.04,15.05,317.83,132.47,0.43,308.07,1326.731,0.0009,3.035381,0.000203,2.89,0.08,-0.99,1.95,2.32,2.73,8.49,16740.84,333.54,1320.0,718.0,0.0,573.03,FALSE,22 37 57.4,-35 09 14,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-11-07 18:01:53+0000,2018-11-07 18:01:53+0000,-,,-,
127.01,234523599,-,MS,spoc,P,-,-,-,15.5511,-61.756,14.097,0.018000000000000000,17.217,16.437,0.78,12.605,11.972000000000000,11.727,15.351000000000000,16.743,1.422,0.736,FALSE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,1.0,,0.45,0.44,3424.0,0.0,3402.0,-1.0,4.438,0.0,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,0.35,11.79,11.8,TRUE,,1.1,23.75,0.34,317.83,224.92,1.52,147.97,1325.6502,0.0006,3.795609,6.9E-05,2.04,0.04,-27.04,1.44,0.38,1.67,17.31,55371.08,803.35,692.0,54.0,58.0,140.22,FALSE,01 02 12.3,-61 45 21,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2018-11-14 15:06:55+0000,2020-07-23 21:01:08+0000,-,HATS-71 b,-,
