toi,tic,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,vmag,jmag,nobs,template,nobs_goal,tot_time,rem_nobs,rem_time,r_s,teff,teff_err,t_eff,f_eh,ast_det_t,ruwe,rp,rp_err,mp,period,period_err,a_to_R,sinc,rt_5sig,drop,finish
629.01,293853437,MS,qlp,BD,-,-,-,95.8279,0.8834,8.737,8.54,0.0,FALSE,60.0,5.05,60.0,5.05,2.38,9165.0,230.0,9165.0,,0.05,1.08,11.94,0.47,317.83,8.71668,0.00105,9.92,2349.0,1.72,FALSE,FALSE
630.01,123898871,MS,qlp,SB2,-,-,-,90.916,-19.0409,10.126,9.506,0.0,FALSE,60.0,8.65,60.0,8.65,1.7,7210.0,161.0,7245.0,,0.05,2.87,19.14,0.87,317.83,4.90746,0.00055,8.42,1474.0,2.98,FALSE,FALSE
631.01,97158538,MS,qlp,PC,-,-,-,105.9455,-30.7265,9.115,8.38,0.0,FALSE,60.0,5.06,60.0,5.06,2.24,6852.0,125.0,6852.0,,0.0503,1.08,7.67,1.08,45.63,2.59565,0.00039,4.05,170.0,1.73,FALSE,FALSE
632.01,349790953,RGB,spoc,BEB,-,-,-,113.4548,-61.2925,11.34,9.329,0.0,FALSE,60.0,15.64,60.0,15.64,12.23,4997.0,86.0,4997.0,-0.53,1.0,0.98,11.04,13.87,84.69,1.551885,0.000239,0.76,17708.0,5.52,FALSE,FALSE
633.01,348755723,MS,spoc,NPC,-,-,-,134.088,-12.9349,16.677,12.245,0.0,FALSE,60.0,32.75,60.0,32.75,0.43,3267.0,0.0,3265.0,,0.05,0.98,11.2,1.88,86.78,4.503645,0.000869,20.15,35.0,11.42,FALSE,FALSE
634.01,344926234,MS,spoc,FA,-,-,-,151.5575,3.9465,9.663,8.564,0.0,FALSE,60.0,6.34,60.0,6.34,0.93,5872.0,191.0,5944.0,0.005,0.051,1.1,1.73,1.12,4.48,0.49359,7.2E-05,2.91,7238.0,2.18,FALSE,FALSE
635.01,286132427,MS,spoc,FA,-,-,-,146.7247,-4.2981,8.69,7.511,0.0,FALSE,60.0,5.05,60.0,5.05,0.98,5914.0,191.0,5815.0,0.106,0.0539,1.03,1.5,0.94,3.92,0.493379,7.7E-05,2.73,7066.0,1.72,FALSE,FALSE
636.01,146463781,MS,spoc,NEB,-,-,-,123.8856,-31.5568,17.46,13.25,0.0,FALSE,60.0,32.75,60.0,32.75,0.38,3278.0,100.0,3478.0,,0.05,1.13,5.66,1.32,27.24,0.417921,7.9E-05,4.45,159.0,11.42,FALSE,FALSE
637.01,133334108,MS,spoc,PC,-,-,-,120.7874,-38.7415,9.527000000000000,8.149,0.0,FALSE,60.0,5.83,60.0,5.83,,5637.0,188.0,-1.0,,0.0518,0.91,1.75,0.56,4.53,2.854317,0.000995,9.14,481.0,2.0,FALSE,FALSE
638.01,78154865,MS,spoc,FA,-,-,-,147.8673,-4.1233,9.475,8.419,0.0,FALSE,60.0,5.65,60.0,5.65,1.04,6030.0,192.0,6030.0,,0.0523,1.06,1.94,4.06,4.98,0.493826,5.5E-05,2.63,8648.0,1.94,FALSE,FALSE
639.01,82362447,MS,spoc,NEB,-,-,-,124.2495,-47.6515,17.2,13.938000000000000,0.0,FALSE,60.0,32.75,60.0,32.75,0.3,3601.0,119.0,3674.0,,0.05,1.05,22.76,21.92,317.83,2.819817,0.001165,18.1,31.0,11.42,FALSE,FALSE
640.01,147977348,MS,qlp,VPC,-,-,-,99.7346,-36.6462,10.51,9.519,0.0,FALSE,60.0,11.42,60.0,11.42,2.09,6442.0,136.0,6442.0,,0.0505,0.95,19.62,0.93,317.83,5.0035300000000000,0.00011,6.43,1343.0,3.95,FALSE,FALSE
641.01,49079670,MS,qlp,CPC,-,-,-,101.0718,-23.8193,10.552,9.297,0.0,FALSE,60.0,11.6,60.0,11.6,1.04,5646.0,129.0,5646.0,,0.05,1.03,3.4,0.31,8.4,1.89253,0.00016,6.19,1752.0,4.02,FALSE,FALSE
642.01,79292541,MS,qlp,PC,-,-,-,104.0558,-20.0525,9.487,9.147,0.0,FALSE,60.0,5.69,60.0,5.69,2.63,8550.0,199.0,8550.0,,0.05,1.16,10.69,0.52,80.18,2.27728,0.00032,3.56,1941.0,1.95,FALSE,FALSE
643.01,432008938,MS,spoc,NEB,-,-,-,120.6935,-23.6959,16.43,12.129000000000000,0.0,FALSE,60.0,32.75,60.0,32.75,0.36,3359.0,69.0,3362.0,,0.05,1.14,7.28,1.41,41.76,9.653456,0.002539,37.0,3.0,11.42,FALSE,FALSE
644.01,63303499,MS,qlp,PC,-,-,-,104.9229,-24.8841,10.726000000000000,,0.0,FALSE,60.0,12.37,60.0,12.37,,5952.0,664.0,-1.0,,0.05,1.01,2.37,0.52,6.0,1.92699,0.00048,5.45,2103.0,4.3,FALSE,FALSE
645.01,157568289,MS,qlp,EB,-,-,-,106.7674,-36.7708,11.173,9.732000000000000,0.0,FALSE,60.0,14.65,60.0,14.65,2.43,5710.0,216.0,6387.0,,0.0503,0.95,13.92,1.06,317.83,1.84051,6E-05,2.83,4390.0,5.15,FALSE,FALSE
646.01,238197709,SG,qlp,VPC,-,-,-,57.2655,-72.9474,10.823,9.727,0.0,FALSE,60.0,12.83,60.0,12.83,1.86,6104.0,126.0,6104.0,,0.0501,0.96,18.51,2.05,317.83,13.72546,4E-05,13.59,197.0,4.47,FALSE,FALSE
647.01,92992033,RGB,qlp,PC,-,-,-,83.9555,-18.6496,11.153000000000000,9.386000000000000,0.0,FALSE,60.0,14.54,60.0,14.54,5.01,4900.0,122.0,4900.0,,0.9201,1.01,13.27,,317.83,4.90765,0.0050100000000000000,3.35,260.0,5.11,FALSE,FALSE
648.01,78672342,MS,qlp,NEB,-,-,-,103.0028,-18.9544,10.649000000000000,9.707,0.0,FALSE,60.0,12.02,60.0,12.02,3.46,6492.0,372.0,6804.0,,0.05,1.07,11.04,1.53,84.69,2.97638,0.00175,2.86,2695.0,4.17,FALSE,FALSE
649.01,35582553,MS,qlp,PPC,-,-,-,102.2227,-13.5273,10.39,9.641,0.0,FALSE,60.0,10.48,60.0,10.48,2.43,6779.0,147.0,6779.0,,0.0501,0.99,9.51,0.5,65.74,0.93556,8E-05,1.88,2114.0,3.62,FALSE,FALSE
650.01,349373192,MS,qlp,NEB,-,-,-,110.2611,-60.1555,9.834,9.615,0.0,FALSE,60.0,7.08,60.0,7.08,2.49,8658.0,230.0,7667.0,-0.45800000000000000,0.05,1.19,,,,0.76983,3E-05,1.73,49237.0,2.44,FALSE,FALSE
651.01,72090501,-,qlp,PPC,-,-,-,92.1057,-11.1471,,6.63,0.0,FALSE,60.0,,60.0,,,8576.0,231.0,-1.0,,,,,,,1.07083,0.00017,,10983.0,,FALSE,FALSE
652.01,22221375,MS,spoc,CPC,-,-,-,149.1243,-24.0993,7.93,6.8390000000000000,0.0,FALSE,60.0,5.05,60.0,5.05,1.03,5903.0,0.0,5940.0,0.017,0.0602,0.9,2.05,1.35,5.24,3.984627,0.000512,10.57,449.0,1.72,FALSE,FALSE
653.01,33153766,SG,spoc,NEB,-,-,-,144.7737,-45.4262,9.12,7.9220000000000000,0.0,FALSE,60.0,5.06,60.0,5.06,3.06,6054.0,193.0,5929.0,,0.5571,1.02,6.49,5.67,34.36,0.688413,5.3E-05,1.1,49580.0,1.73,FALSE,FALSE
654.01,35009898,MS,spoc,VPC+,-,-,-,164.7242,-5.5464,14.54,10.744000000000000,0.0,FALSE,60.0,32.75,60.0,32.75,0.43,3433.0,86.0,3424.0,,0.05,1.14,1.91,1.22,4.91,1.527419,0.000195,9.72,45.0,14.62,FALSE,FALSE
655.01,35516889,MS,spoc,KP,-,-,-,148.417,-45.6592,12.248,10.911,0.0,FALSE,60.0,24.76,60.0,24.76,1.03,5568.0,0.0,5503.0,0.21,0.0502,0.99,16.55,0.09,317.83,0.7888430000000000,1E-05,3.45,3303.0,8.75,FALSE,FALSE
656.01,36734222,MS,spoc,KP,-,-,-,154.9084,-9.8063,12.305,9.995,0.0,FALSE,60.0,25.95,60.0,25.95,0.76,4400.0,0.0,4124.0,,0.0501,1.08,10.42,0.05,76.77,0.81347,5E-06,4.18,596.0,9.15,FALSE,FALSE
657.01,48103627,MS,spoc,P,-,-,-,147.4067,-33.2185,13.078,11.811,0.0,FALSE,60.0,32.75,60.0,32.75,1.28,6122.0,188.0,6007.0,,0.0502,1.02,13.24,13.25,317.83,4.569904,0.000539,9.38,649.0,11.42,FALSE,FALSE
658.01,48476907,MS,spoc,PC,-,-,-,150.153,-34.6819,10.083,8.763,0.0,FALSE,60.0,8.39,60.0,8.39,1.6,6521.0,199.0,6455.0,,0.057,2.65,10.6,19.94,79.04,4.719906,0.001021,8.1,971.0,2.89,FALSE,FALSE
659.01,48476908,MS,spoc,PC,-,-,-,150.1541,-34.6816,10.013,8.969,0.0,FALSE,60.0,7.99,60.0,7.99,1.42,5990.0,192.0,6222.0,,0.0551,1.08,12.78,17.92,317.83,4.720083,0.000897,8.87,1052.0,2.75,FALSE,FALSE
660.01,53189332,MS,spoc,KP,-,-,-,166.4297,-5.0794,11.21,10.472000000000000,0.0,FALSE,60.0,14.87,60.0,14.87,1.42,6055.0,0.0,6303.0,,0.0511,1.05,11.12,0.29,85.73,9.290298,0.000911,14.08,276.0,5.23,FALSE,FALSE
661.01,53735810,MS,spoc,KP,-,-,-,158.225,-34.9898,11.605,10.719000000000000,0.0,FALSE,60.0,17.36,60.0,17.36,1.48,6580.0,0.0,7051.0,0.05,0.0503,1.63,15.38,0.32,317.83,4.0865300000000000,0.000383,8.43,1722.0,6.18,FALSE,FALSE
662.01,54085154,MS,spoc,NEB,-,-,-,160.1802,-31.9271,8.691,7.727,0.0,FALSE,60.0,5.05,60.0,5.05,1.18,6380.0,80.0,6380.0,,0.0573,0.98,2.39,0.53,6.05,1.001166,0.000112,3.87,4637.0,1.72,FALSE,FALSE
663.01,54962195,MS,spoc,VPC+,-,-,-,160.0665,-8.5107,13.667,10.448,0.0,FALSE,60.0,32.75,60.0,32.75,0.51,3719.0,64.0,3664.0,,0.05,1.02,2.22,1.59,5.65,2.598654,0.0005,12.47,47.0,11.42,FALSE,FALSE
663.02,54962195,MS,spoc,VPC+,-,-,-,160.0665,-8.5107,13.667,10.448,0.0,FALSE,60.0,32.75,60.0,32.75,0.51,3719.0,64.0,3664.0,,0.05,1.02,2.33,1.72,5.91,4.6984650000000000,0.001207,18.5,21.0,12.48,FALSE,FALSE
664.01,55092869,SG,spoc,KP,passed,passed,passed,161.7073,-9.399,8.04,6.6160000000000000,37.0,TRUE,60.0,5.05,23.0,1.97,2.79,5370.0,0.0,5326.0,0.27,0.9999,1.03,13.69,0.18,317.83,4.7360940000000000,0.000234,5.22,1416.0,0.0,FALSE,TRUE
665.01,73723286,SG,spoc,SB1,-,-,-,155.6369,-40.5162,9.756,8.499,0.0,FALSE,60.0,6.73,60.0,6.73,1.48,6157.0,194.0,5661.0,,0.062,0.92,20.71,2.81,317.83,14.065993,0.0005060000000000000,16.63,67.0,2.31,FALSE,FALSE
666.01,82128636,MS,spoc,SB2?,-,-,-,124.1104,-46.4299,9.247,8.36,0.0,FALSE,60.0,5.07,60.0,5.07,2.34,6680.0,201.0,7141.0,,0.05,5.58,7.64,7.31,45.33,7.47428,0.001339,8.03,617.0,1.73,FALSE,FALSE
667.01,101955023,MS,spoc,KP,-,-,-,153.7157,-47.1567,13.68,9.245,0.0,FALSE,60.0,32.75,60.0,32.75,0.23,3202.0,0.0,3261.0,,0.05,1.26,1.4,0.77,3.57,1.628694,0.000101,14.82,27.0,11.42,FALSE,FALSE
668.01,102195674,MS,spoc,SB1,-,-,-,154.1919,-42.559,11.686,10.796,0.0,FALSE,60.0,17.93,60.0,17.93,1.23,6159.0,194.0,6198.0,,0.0505,1.04,20.62,3.88,317.83,4.378773000000000,0.00024,9.71,569.0,6.4,FALSE,FALSE
669.01,124573851,MS,spoc,PPC,passed,passed,passed,158.9006,-5.1817,10.606,9.557,34.0,TRUE,60.0,11.83,26.0,5.26,0.99,5581.0,76.0,5624.0,-0.006,0.0506,1.05,3.84,0.63,9.4,3.948678,0.001811,10.62,641.0,0.0,FALSE,FALSE
670.01,147660201,MS,spoc,NPC,-,-,-,163.9094,-42.8494,11.964,10.314,0.0,FALSE,60.0,20.0,60.0,20.0,1.04,5688.0,188.0,5180.0,,0.0505,1.72,5.76,9.94,28.06,0.579398,0.000108,2.7,4535.0,7.17,FALSE,FALSE
671.01,151681127,MS,spoc,SB1,-,-,-,166.889,-40.2069,9.265,8.94,0.0,FALSE,60.0,5.07,60.0,5.07,1.82,7949.0,219.0,8558.0,,0.05,1.01,24.0,4.83,317.83,10.197751,0.000495,14.0,525.0,1.74,FALSE,FALSE
672.01,151825527,MS,spoc,VPC+,passed,-,-,167.9904,-39.3278,13.576000000000000,10.36,1.0,FALSE,60.0,32.75,59.0,32.22,0.54,3765.0,65.0,3659.0,,0.05,1.14,5.03,0.79,22.29,3.633618,0.000191,15.01,33.0,10.88,FALSE,FALSE
673.01,151959065,MS,spoc,SB1,-,-,-,168.9985,-36.4594,12.446,11.522,0.0,FALSE,60.0,29.17,60.0,29.17,1.66,6114.0,194.0,6661.0,,0.0507,0.99,17.8,17.8,317.83,10.541282,0.001645,13.64,83.0,10.22,FALSE,FALSE
674.01,158588995,MS,spoc,VPC+,passed,failed,-,164.5874,-36.8581,14.203,10.359000000000000,1.0,FALSE,60.0,32.75,59.0,32.22,0.42,3467.0,64.0,3411.0,,0.05,1.47,4.43,0.74,17.97,1.977238,4.4E-05,11.83,35.0,10.88,FALSE,FALSE
675.01,169226822,MS,spoc,KP,-,-,-,160.5587,-3.8351,10.148,9.092,0.0,FALSE,60.0,8.78,60.0,8.78,1.35,5620.0,0.0,5828.0,-0.193,0.0543,1.23,15.29,0.09,317.83,4.178161,0.000113,8.22,750.0,3.03,FALSE,FALSE
676.01,219187649,MS,spoc,VPC-,-,-,-,171.206,-18.6173,13.967,12.629000000000000,0.0,FALSE,60.0,32.75,60.0,32.75,1.23,5430.0,185.0,5500.0,,0.0501,1.2,10.47,10.49,77.4,2.150451,0.00028900000000000000,5.63,759.0,11.42,FALSE,FALSE
677.01,280206394,MS,spoc,P,-,-,-,144.1196,-50.4633,9.822000000000000,8.722000000000000,0.0,FALSE,60.0,7.02,60.0,7.02,1.29,6446.0,198.0,6174.0,,0.056000000000000000,0.88,12.42,1.51,317.83,11.236818,0.000117,17.3,200.0,2.42,FALSE,FALSE
678.01,294395926,MS,spoc,PC,-,-,-,109.331,-55.5982,11.604000000000000,10.264000000000000,0.0,FALSE,60.0,17.36,60.0,17.36,1.06,5624.0,187.0,5588.0,,0.0511,0.92,3.42,2.51,8.44,11.316715,0.007656,19.95,102.0,6.46,FALSE,FALSE
679.01,308050066,MS,spoc,SB1,-,-,-,155.436,-17.2244,10.238,9.613,0.0,FALSE,60.0,9.37,60.0,9.37,1.91,6655.0,83.0,6655.0,-0.27,0.0545,0.89,18.2,4.54,317.83,11.175586,0.001056,12.33,25373.0,3.24,FALSE,FALSE
680.01,335499997,SG,spoc,VPC-,passed,-,-,179.1639,-12.3774,9.53,8.41,14.0,TRUE,60.0,5.84,46.0,4.5,1.76,5967.0,192.0,5989.0,,0.0761,1.54,5.74,1.37,27.9,0.433716,1.3E-05,1.41,3891.0,0.66,TRUE,FALSE
681.01,410450228,MS,spoc,VPC+,-,-,-,117.895,-60.4125,10.885,10.33,0.0,FALSE,60.0,13.13,60.0,13.13,1.69,7447.0,41.0,7296.0,-0.122,0.0501,0.9,13.08,4.24,317.83,15.778431,0.001807,18.52,564.0,4.58,FALSE,FALSE
682.01,429304876,MS,spoc,VPC,passed,-,-,167.8858,-22.0726,9.969,8.521,1.0,FALSE,60.0,7.75,59.0,7.63,1.08,5085.0,76.0,5085.0,0.27,0.0525,1.04,4.09,0.67,15.69,6.8392990000000000,0.00096,13.3,456.0,2.54,FALSE,FALSE
683.01,437248515,MS,spoc,KP,-,-,-,169.43900000000000,-19.0548,11.658,10.912,0.0,FALSE,60.0,17.73,60.0,17.73,1.27,6302.0,0.0,6217.0,-0.08,0.0505,1.16,17.03,0.13,317.83,3.4059230000000000,0.000129,7.97,1017.0,6.33,FALSE,FALSE
684.01,462162948,MS,spoc,VPC?,-,-,-,150.4337,-59.85,9.65,9.664,0.0,FALSE,60.0,6.29,60.0,6.29,,9488.0,242.0,-1.0,,0.05,2.27,8.78,6.32,57.4,19.847358,0.0031030000000000000,15.53,345.0,2.16,FALSE,FALSE
685.01,281731203,SG,qlp,KP,-,-,-,163.0324,0.4933,10.612,9.337,0.0,FALSE,60.0,11.86,60.0,11.86,1.73,5287.0,128.0,5466.0,,0.05,0.84,11.54,0.61,317.83,11.63344,0.00012,12.33,76.0,4.11,FALSE,FALSE
686.01,339857675,MS,qlp,PC,-,-,-,111.6011,-54.4522,10.348000000000000,9.491,0.0,FALSE,60.0,10.16,60.0,10.16,1.59,6279.0,127.0,6586.0,,0.0501,0.97,3.74,0.3,9.17,3.51364,0.00041,6.8,1482.0,3.51,FALSE,FALSE
687.01,74534430,MS,qlp,PC,-,-,-,137.6713,-45.0975,11.002,8.757,0.0,FALSE,60.0,13.72,60.0,13.72,0.62,4253.0,63.0,4243.0,,0.05,0.98,2.17,0.2,5.53,18.15538,0.00277,40.84,4.0,5.25,FALSE,FALSE
688.01,339636032,MS,qlp,PC,-,-,-,110.1946,-55.3797,9.014,8.112,0.0,FALSE,60.0,5.05,60.0,5.05,1.98,6636.0,132.0,6636.0,,0.0506,1.02,3.45,0.21,8.51,6.87863,0.0003,8.58,288.0,3.89,FALSE,FALSE
689.01,445822015,MS,qlp,NEB,-,-,-,147.0057,-48.3209,11.652000000000000,9.815,0.0,FALSE,60.0,17.69,60.0,17.69,0.8,4841.0,52.0,4848.0,,0.05,1.07,7.65,1.89,45.43,1.66402,0.00044,6.83,8754.0,6.31,FALSE,FALSE
690.01,101497191,MS,qlp,NEB,-,-,-,149.2258,-33.7993,10.943,,0.0,FALSE,60.0,13.42,60.0,13.42,,5463.0,49.0,-1.0,,,28.81,,,,3.64376,0.00067,,2107.0,4.69,FALSE,FALSE
691.01,156991337,MS,qlp,PC,-,-,-,99.9539,-42.0453,10.758,9.623,0.0,FALSE,60.0,12.52,60.0,12.52,1.08,5846.0,131.0,5846.0,,0.05,1.15,3.13,0.25,7.77,6.9074100000000000,0.00143,14.42,87.0,4.35,FALSE,FALSE
692.01,320417762,MS,qlp,PC,-,-,-,118.0043,10.2493,9.02,8.927,0.0,FALSE,60.0,5.05,60.0,5.05,2.74,9622.0,136.0,9622.0,,0.05,1.06,3.53,0.39,8.69,1.03604,0.0006800000000000000,2.12,21307.0,12.97,FALSE,FALSE
693.01,458589703,MS,qlp,FA,-,-,-,124.2752,8.2486,12.004000000000000,10.329,0.0,FALSE,60.0,20.33,60.0,20.33,0.72,4654.0,138.0,4654.0,-0.25,0.05,1.02,17.73,2.94,317.83,,,,-1.0,7.28,FALSE,FALSE
694.01,55383975,MS,spoc,SB1,-,-,-,77.3835,-64.0262,11.963,10.616,0.0,FALSE,60.0,19.99,60.0,19.99,1.04,5354.0,44.0,5354.0,0.426,0.051,0.89,12.4,1.91,317.83,48.05216,0.001034,52.22,79.0,7.16,FALSE,FALSE
695.01,55559618,MS,spoc,FA,-,-,-,73.1385,-64.9293,11.216,10.055,0.0,FALSE,60.0,14.9,60.0,14.9,0.81,5591.0,187.0,5468.0,,0.0503,0.93,2.99,3.4,7.45,21.37511,0.001372,39.49,45.0,8.62,FALSE,FALSE
696.01,77156829,MS,spoc,VPC,-,-,-,68.1776,-39.7867,12.6,9.02,0.0,FALSE,60.0,32.75,60.0,32.75,0.34,3450.0,111.0,3563.0,,0.05,1.09,1.07,0.4,1.35,0.860233,3.3E-05,7.66,102.0,15.68,FALSE,FALSE
696.02,77156829,MS,spoc,VPC,-,-,-,68.1776,-39.7867,12.6,9.02,0.0,FALSE,60.0,32.75,60.0,32.75,0.34,3450.0,111.0,3563.0,,0.05,1.09,1.18,3.02,1.92,14.775648,0.001527,51.0,2.0,48.75,FALSE,FALSE
697.01,77253676,MS,spoc,CPC,-,-,-,69.7041,-36.6815,10.004,8.679,0.0,FALSE,60.0,7.94,60.0,7.94,0.97,5447.0,185.0,5519.0,,0.0518,1.07,2.23,1.95,5.67,8.607221000000000,0.001586,18.04,125.0,3.52,FALSE,FALSE
698.01,141527579,MS,spoc,VPC,-,-,-,87.7361,-76.6203,14.243,10.714,0.0,FALSE,60.0,32.75,60.0,32.75,0.47,3570.0,64.0,3526.0,,0.05,1.22,1.96,0.76,5.03,15.086964000000000,0.0007070000000000000,42.52,3.0,54.08,FALSE,FALSE
699.01,149302744,MS,spoc,CPC,-,-,-,83.3823,-62.1091,10.222000000000000,9.37,0.0,FALSE,60.0,9.26,60.0,9.26,1.42,6138.0,54.0,6138.0,-0.39,0.065,0.9,2.69,1.85,6.75,14.800921,0.000874,18.78,74.0,10.17,FALSE,FALSE
699.02,149302744,MS,spoc,PC,-,-,-,83.3823,-62.1091,10.222000000000000,9.37,0.0,FALSE,60.0,9.26,60.0,9.26,1.42,6138.0,54.0,6138.0,-0.39,0.065,0.9,2.48,3.0,6.26,33.621112,0.004027,32.45,65.0,20.33,FALSE,FALSE
700.01,150428135,MS,spoc,VPC+,-,-,-,97.0969,-65.5793,13.151,9.469,0.0,FALSE,60.0,32.75,60.0,32.75,0.42,3482.0,0.0,3494.0,,0.05,1.08,5.47,1.1,25.71,16.051165,0.000225,47.38,8.0,11.42,FALSE,FALSE
700.02,150428135,MS,spoc,PC,-,-,-,97.0969,-65.5793,13.151,9.469,0.0,FALSE,60.0,32.75,60.0,32.75,0.42,3482.0,0.0,3494.0,,0.05,1.08,2.69,4.54,6.75,37.424812,0.002622,83.32,2.0,17.82,FALSE,FALSE
700.03,150428135,MS,spoc,CPC,-,-,-,97.0969,-65.5793,13.151,9.469,0.0,FALSE,60.0,32.75,60.0,32.75,0.42,3482.0,0.0,3494.0,,0.05,1.08,2.45,5.36,6.19,9.976745,0.000263,34.51,15.0,11.42,FALSE,FALSE
701.01,219239945,MS,spoc,SB1,-,-,-,64.5214,-53.8014,11.446,10.363,0.0,FALSE,60.0,16.3,60.0,16.3,0.99,5837.0,190.0,5767.0,,0.0505,0.98,4.21,0.69,16.48,13.697384,0.002108,24.59,96.0,5.77,FALSE,FALSE
702.01,237914496,MS,spoc,VPC,-,-,-,56.1752,-65.1991,13.247,10.661,0.0,FALSE,60.0,32.75,60.0,32.75,0.58,4015.0,170.0,3980.0,,0.05,1.1,2.17,1.55,5.53,3.568089,0.00015900000000000000,14.45,63.0,11.42,FALSE,FALSE
703.01,237928815,MS,spoc,PC,-,-,-,57.9996,-59.8826,10.922,9.542,0.0,FALSE,60.0,13.31,60.0,13.31,,5384.0,185.0,5433.0,,0.0505,0.9,2.31,1.5,5.86,8.672898,0.000512,20.24,83.0,5.3,FALSE,FALSE
703.02,237928815,MS,spoc,PC,-,-,-,57.9996,-59.8826,10.922,9.542,0.0,FALSE,60.0,13.31,60.0,13.31,,5384.0,185.0,5433.0,,0.0505,0.9,2.48,2.23,6.26,45.11997,0.005924,60.76,9.0,13.1,FALSE,FALSE
704.01,260004324,MS,spoc,VPC,-,-,-,91.0848,-55.313,12.167,8.801,0.0,FALSE,60.0,23.18,60.0,23.18,0.5,3625.0,69.0,3596.0,,0.05,1.05,1.12,1.73,1.59,3.81426,9.9E-05,16.31,31.0,37.01,FALSE,FALSE
705.01,391904697,MS,spoc,PC,-,-,-,106.4772,-72.5588,12.281000000000000,10.733000000000000,0.0,FALSE,60.0,25.44,60.0,25.44,0.88,5249.0,43.0,5249.0,0.258,0.0503,0.97,2.53,1.17,6.38,47.024273,0.005561,60.18,5.0,33.26,FALSE,FALSE
706.01,219345200,SG,spoc,STPC,-,-,-,74.7522,-49.736,8.83,7.854,0.0,FALSE,60.0,5.05,60.0,5.05,1.5,5709.0,57.0,5709.0,-0.43,0.1049,2.05,3.97,1.24,9.7,,,,98.0,1.72,FALSE,FALSE
707.01,167342439,MS,spoc,PC,-,-,-,98.7298,-67.5372,10.71,9.444000000000000,0.0,FALSE,60.0,12.3,60.0,12.3,1.02,5409.0,41.0,5409.0,0.32800000000000000,0.0529,1.01,2.64,1.73,6.64,52.80913,0.008226,56.91,9.0,12.1,FALSE,FALSE
708.01,391821647,MS,spoc,NEB,-,-,-,82.7648,-70.3573,11.331,10.263,0.0,FALSE,60.0,15.58,60.0,15.58,0.94,6636.0,200.0,6952.0,,0.0503,0.81,1.95,0.43,5.01,1.996071,0.000106,8.16,1372.0,10.29,FALSE,FALSE
709.01,396720998,MS,spoc,VPC,-,-,-,65.6553,-54.1472,14.308,14.089,0.0,FALSE,60.0,32.75,60.0,32.75,0.15,50000.0,0.0,50000.0,,0.05,1.99,3.92,0.07,9.58,32.379584,0.001156,226.3,24615.0,534.08,FALSE,FALSE
710.01,309402106,MS,spoc,SB1,-,-,-,124.7488,-65.2782,8.749,8.163,0.0,FALSE,60.0,5.05,60.0,5.05,1.57,7053.0,206.0,7458.0,,0.05,1.2,18.9,11.11,317.83,72.0819,0.0001,55.54,499.0,1.72,FALSE,FALSE
711.01,38510224,MS,spoc,PC,-,-,-,62.5161,-61.9424,12.829,10.777000000000000,0.0,FALSE,60.0,32.75,60.0,32.75,0.68,4356.0,173.0,4356.0,,0.05,1.04,2.39,2.38,6.05,18.383334,0.0008620000000000000,37.92,10.0,20.48,FALSE,FALSE
712.01,150151262,MS,spoc,VPC,-,-,-,92.9362,-65.82600000000000,10.838,8.984,0.0,FALSE,60.0,12.9,60.0,12.9,0.72,4504.0,168.0,4504.0,,0.0503,1.04,3.14,0.52,7.8,9.531637,0.000243,23.45,32.0,4.49,FALSE,FALSE
712.02,150151262,MS,spoc,VPC,-,-,-,92.9362,-65.82600000000000,10.838,8.984,0.0,FALSE,60.0,12.9,60.0,12.9,0.72,4504.0,168.0,4504.0,,0.0503,1.04,3.78,0.72,9.26,51.705353,0.00388,72.4,3.0,4.49,FALSE,FALSE
712.03,150151262,MS,spoc,STPC,-,-,-,92.9362,-65.82600000000000,10.838,8.984,0.0,FALSE,60.0,12.9,60.0,12.9,0.72,4504.0,168.0,4504.0,,0.0503,1.04,3.26,1.02,8.07,53.74648200000000,0.005896,74.29,3.0,5.12,FALSE,FALSE
713.01,167600516,MS,spoc,PPC,-,-,-,102.0216,-65.6237,11.863,9.669,0.0,FALSE,60.0,19.26,60.0,19.26,0.65,4316.0,69.0,4316.0,,0.0501,0.89,2.45,1.32,6.19,36.000166,0.001307,61.79,4.0,13.4,FALSE,FALSE
713.02,167600516,MS,spoc,PC,-,-,-,102.0216,-65.6237,11.863,9.669,0.0,FALSE,60.0,19.26,60.0,19.26,0.65,4316.0,69.0,4316.0,,0.0501,0.89,1.14,2.0,1.69,1.871503,4.1E-05,8.61,221.0,24.2,FALSE,FALSE
714.01,219195044,MS,spoc,CPC,-,-,-,92.3917,-53.8235,13.311,10.241,0.0,FALSE,60.0,32.75,60.0,32.75,0.47,3782.0,0.0,3731.0,,0.05,1.19,3.51,0.52,8.65,4.323236,0.000196,18.48,67.0,11.42,FALSE,FALSE
714.02,219195044,MS,spoc,CPC,-,-,-,92.3917,-53.8235,13.311,10.241,0.0,FALSE,60.0,32.75,60.0,32.75,0.47,3782.0,0.0,3731.0,,0.05,1.19,3.21,1.52,7.96,10.177426,0.0007610000000000000,32.71,21.0,11.42,FALSE,FALSE
715.01,271971130,MS,spoc,PC,-,-,-,113.8511,-73.5775,16.683,11.808,0.0,FALSE,60.0,32.75,60.0,32.75,0.23,3075.0,0.0,3187.0,,0.05,1.17,7.07,2.52,39.74,19.287523,0.000516,76.99,4.0,11.42,FALSE,FALSE
